property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
house,sector 38 rwa,sector 38,1.4,23932.0,8,8,3,4.0,Moderately Old,650.15,558.0,540.02,0,0,0,0,1,1,40
flat,sushant lok 1 builder floors,sector 43,2.5,12920.0,3,3,2,2.0,New Property,1935.03,1751.0,1576.0,0,0,0,0,0,0,0
flat,m3m woodshire,sector 107,1.01,7394.0,2,2,3+,11.0,New Property,1366.05,1199.96,1080.0,0,0,0,0,1,0,74
house,vipul tatvam villa,sector 48,8.5,26235.0,4,6,3,3.0,Old Property,3580.0,3240.04,2916.0,0,1,0,1,1,0,49
flat,sobha city,sector 108,3.35,13266.0,3,4,2,19.0,New Property,2072.0,1875.0,1688.0,0,0,0,0,0,0,102
flat,supertech araville,sector 79,0.78,6024.0,2,2,3+,0.0,New Property,1295.0,1172.0,1055.0,0,0,0,0,1,0,74
flat,tulip violet,sector 69,1.2,10909.0,2,3,0,0.0,Relatively New,1215.0,1099.96,990.0,0,0,0,0,0,0,54
house,independent,sector 14,6.4,20317.0,6,6,3+,3.0,Old Property,3718.1,3141.01,3131.97,0,0,0,0,1,0,35
flat,ansal api sushant estate,sector 52,0.29,11600.0,1,1,0,0.0,Moderately Old,311.89,278.0,250.05,0,0,0,0,0,1,49
flat,shree vardhman flora,sector 90,0.92,4717.0,3,3,2,6.0,Relatively New,2431.71,2167.0,1949.99,1,0,0,0,0,1,49
flat,la vida by tata housing,sector 113,1.5,11755.0,2,2,2,13.0,New Property,1591.19,1418.0,1275.95,0,0,0,0,0,0,71
flat,experion windchants,sector 112,3.75,13383.0,3,3,2,21.0,Relatively New,2801.95,2225.54,2003.0,0,1,0,0,0,1,159
house,international city by sobha phase 2,sector 109,9.5,26389.0,7,6,3,3.0,Relatively New,3978.0,3599.99,3240.0,1,1,0,1,0,0,138
flat,pareena coban residences,sector 99a,1.4,7010.0,3,5,3+,6.0,New Property,1997.03,1807.0,1626.0,0,0,0,0,0,0,15
flat,ireo uptown,sector 66,1.32,11442.0,2,2,2,6.0,Relatively New,1157.98,1048.0,943.0,0,0,0,0,0,0,45
flat,ats triumph,sector 104,2.78,8825.0,4,4,3+,11.0,Relatively New,3149.95,2851.0,2566.0,0,1,0,0,0,0,110
house,independent,sector 31,4.6,32258.0,2,2,2,2.0,Moderately Old,1464.57,1426.0,1068.96,0,0,0,0,0,0,0
flat,shree vardhman victoria,sector 70,1.78,9128.0,3,3,3+,7.0,Relatively New,1949.99,1765.0,1588.0,0,1,0,0,1,0,49
house,ss aaron ville,sector 49,6.75,15000.0,5,4,2,2.0,New Property,4972.0,4499.96,4050.0,0,0,0,0,1,0,49
house,independent,sector 1,1.85,16003.0,4,3,2,3.0,Moderately Old,1441.24,1284.0,1156.04,0,0,0,0,0,0,0
flat,bptp terra,sector 37d,1.8,8215.0,4,3,3,12.0,Relatively New,2190.99,1983.0,1785.0,1,0,0,0,0,1,144
flat,capital residences 360,sector 70a,1.15,11500.0,2,2,3,4.0,New Property,1450.0,1399.95,999.97,0,0,0,1,0,0,132
flat,m3m urbana,sector 67,1.0,12106.0,1,1,1,17.0,Relatively New,913.0,826.02,743.0,0,0,0,0,0,0,49
flat,ss the leaf,sector 85,2.3,8179.0,4,4,3+,8.0,Relatively New,2811.96,2545.0,2290.0,0,1,0,0,0,0,21
flat,la vida by tata housing,sector 113,1.93,12222.0,3,3,2,8.0,Under Construction,1578.96,1429.0,1286.0,0,0,0,0,0,0,71
flat,tulip violet,sector 69,1.76,9513.0,3,4,2,0.0,Relatively New,1849.99,1674.0,1507.0,0,0,0,0,0,0,157
house,jacob pura,sector 12,0.35,9722.0,2,1,0,2.0,Old Property,398.0,360.05,324.0,0,0,0,0,0,0,0
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,1,14.0,Relatively New,1929.0,1746.0,1571.0,0,0,0,1,0,0,72
flat,emaar mgf the palm drive,sector 66,3.0,14285.0,4,5,3+,10.0,Relatively New,2100.04,1900.0,1710.0,0,1,0,0,0,1,49
house,international city by sobha phase 1,sector 109,6.15,27333.0,5,5,3+,3.0,Relatively New,2766.9,2429.95,2249.98,0,1,1,1,0,1,130
house,independent,sector 6,0.75,10518.0,6,4,1,3.0,Moderately Old,788.0,713.0,642.0,0,0,0,0,0,0,62
flat,ss the leaf,sector 85,1.58,7714.0,3,4,3,8.0,Relatively New,2407.99,2227.0,2048.05,0,1,0,0,0,0,159
flat,dlf the icon,sector 43,6.0,26086.0,4,4,3+,18.0,Old Property,2868.22,2556.0,2300.03,0,1,0,0,0,1,150
flat,vatika gurgaon,sector 83,1.12,6455.0,3,3,2,4.0,Relatively New,1735.03,1199.96,1126.01,1,1,1,1,0,1,165
house,vatika sovereign next,sector 82a,3.85,7500.0,5,6,3+,6.0,Relatively New,5680.0,5139.98,4626.0,0,0,0,0,0,0,53
house,independent,sector 108,1.34,5000.0,1,1,0,1.0,Relatively New,2961.0,2680.0,2412.0,0,0,0,0,0,0,0
flat,umang monsoon breeze,sector 78,1.05,5666.0,3,3,3,6.0,Moderately Old,1903.76,1853.01,1390.05,0,0,0,0,0,0,0
flat,smart world gems,sector 89,1.2,12526.0,3,3,3,3.0,Under Construction,1194.32,1064.0,957.99,0,0,1,1,0,0,131
house,independent,sector 46,4.35,23693.0,8,8,2,3.0,Relatively New,2029.0,1836.0,1652.0,1,0,0,1,0,1,19
flat,conscient habitat,sector 99a,0.35,6422.0,2,2,1,3.0,Relatively New,679.81,606.0,544.98,0,0,0,0,0,0,62
flat,ild greens,sector 37c,1.05,7500.0,3,3,3,4.0,New Property,1874.96,1499.95,1399.95,0,0,0,0,0,1,5
flat,mapsko mount ville,sector 79,1.2,13837.0,3,3,3,18.0,Relatively New,1509.96,1165.0,867.25,1,0,0,1,0,1,160
flat,sare green parc phase 3,sector 92,1.1,6875.0,4,3,2,12.0,New Property,1995.19,1778.0,1599.95,0,0,0,0,0,0,15
house,independent,sector 2,1.15,19360.0,3,3,2,2.0,Old Property,656.0,593.95,535.0,0,0,0,0,0,1,32
flat,microtek greenburg,sector 86,1.25,8445.0,2,2,3,13.0,Moderately Old,1480.04,1339.0,1205.0,1,0,0,0,0,0,6
flat,m3m golfestate,sector 65,5.4,18126.0,3,4,3,19.0,Moderately Old,2979.02,2696.0,2426.0,1,1,0,0,0,1,174
flat,dlf icon,sector 43,5.8,20707.0,4,4,3+,18.0,Old Property,3095.0,2800.98,2521.0,0,0,0,0,0,0,0
flat,greenopolis,sector 89,1.3,6806.0,3,3,3+,1.0,New Property,2381.5,2122.0,1909.95,0,1,0,0,0,0,35
flat,m3m sierra 68,sector 68,1.2,9000.0,2,2,3,1.0,Relatively New,1250.01,982.0,750.03,0,0,0,0,0,2,76
flat,vatika lifestyle homes,sector 83,1.05,5982.0,3,3,2,14.0,Relatively New,1754.95,1588.0,1429.0,1,1,1,1,0,1,174
house,independent,sector 24,2.6,24074.0,4,4,3+,4.0,Relatively New,1193.0,1080.05,972.0,1,0,1,1,0,2,0
flat,mvn athens,sohna road,0.24,7056.0,1,1,1,12.0,Relatively New,424.17,378.0,340.14,0,0,0,0,0,0,66
house,independent,sector 40,5.0,21124.0,9,9,3+,3.0,Relatively New,2616.0,2366.98,2130.0,0,0,0,1,0,1,66
house,independent,sector 9,1.65,18333.0,2,3,0,3.0,Moderately Old,994.0,899.97,810.0,0,0,0,0,0,0,0
flat,raheja vedaanta,sector 108,1.0,4854.0,2,2,2,0.0,Relatively New,2334.63,2060.0,1890.03,0,0,0,0,0,0,0
flat,rof ananda,sector 95,0.2,5463.0,1,1,1,10.0,Relatively New,456.61,407.0,366.08,0,0,0,0,0,0,82
flat,signature global park,sohna road,0.54,6331.0,2,2,2,4.0,Relatively New,1053.71,939.0,844.97,0,0,0,1,0,0,159
house,independent,sector 7,6.5,15046.0,3,2,3+,2.0,Old Property,4774.0,4319.98,3888.0,0,0,0,0,0,0,9
flat,signature global city 81,sector 81,0.8,14652.0,2,2,2,4.0,Under Construction,681.04,607.0,546.05,1,0,0,0,0,0,36
flat,unitech uniworld city,sector 30,3.55,14991.0,3,5,3+,16.0,Old Property,2367.95,2366.98,2000.04,0,1,0,0,0,1,141
flat,ireo victory valley,sector 67,3.15,12846.0,3,4,3+,15.0,Relatively New,2452.02,2219.0,1997.0,0,1,0,1,0,1,149
flat,vatika the seven lamps,sector 82,0.85,5979.0,2,2,2,9.0,Relatively New,1429.98,1294.0,1165.0,1,0,0,0,0,0,117
house,independent,sector 110,1.0,8796.0,3,2,2,1.0,Old Property,1166.45,1080.05,899.97,0,0,0,1,0,0,0
flat,la vida by tata housing,sector 113,3.05,15561.0,3,4,3,3.0,Relatively New,2690.01,2149.98,1960.0,0,1,0,0,0,0,174
flat,om apartment dayanand colony,sector 5,0.26,4373.0,1,1,1,3.0,Relatively New,727.07,648.0,582.97,0,0,0,0,0,0,14
flat,emaar mgf emerald floors premier,sector 65,2.9,14683.0,4,4,0,0.0,Relatively New,2462.43,2194.0,1974.96,0,0,1,0,0,0,50
flat,puri diplomatic greens,sector 111,2.65,11963.0,3,4,3+,19.0,Relatively New,2215.0,2005.0,1804.0,1,1,1,1,0,0,65
flat,ansal heights 86,sector 86,0.82,6029.0,2,2,1,12.0,New Property,1360.02,1299.96,999.97,0,0,0,0,0,0,49
house,dlf city plots,sector 26,19.0,42054.0,6,6,3,2.0,Relatively New,4992.0,4518.04,4066.0,1,1,0,0,0,1,121
flat,puri diplomatic greens,sector 111,3.45,11694.0,4,5,3+,10.0,Relatively New,2949.95,2670.0,2403.0,0,1,0,0,0,0,101
flat,tulip violet,sector 69,2.0,9583.0,4,4,2,0.0,Relatively New,2087.01,1889.0,1700.0,0,0,0,0,0,0,157
house,independent,sector 14,5.5,16975.0,5,4,2,2.0,Old Property,3474.51,3195.05,2700.02,1,0,0,0,0,0,27
house,huda sector-56 gurgaon,sector 56,3.6,24845.0,5,5,3+,3.0,Moderately Old,1601.0,1449.04,1304.0,0,0,0,0,1,0,47
flat,tulip violet,sector 69,1.36,8841.0,3,3,1,12.0,Relatively New,1537.95,1392.0,1253.0,0,0,0,1,0,0,86
flat,sare crescent parc,sector 92,0.9,4260.0,4,5,3+,3.0,Relatively New,1994.98,1805.0,1624.0,0,1,0,0,0,0,0
flat,experion windchants,sector 112,2.6,10651.0,2,2,3,8.0,Relatively New,2441.04,1939.01,1745.0,0,0,0,0,0,0,168
flat,suncity avenue,sector 102,0.47,8928.0,2,2,1,5.0,Relatively New,631.95,581.0,531.95,0,0,1,0,0,0,142
house,independent,sector 7,3.1,13778.0,3,3,2,2.0,Old Property,2486.0,2249.98,2025.0,0,0,0,0,0,0,22
flat,tarc maceo,sector 91,0.95,5954.0,2,2,2,10.0,Relatively New,1309.97,1185.0,1066.0,0,0,0,0,0,0,77
flat,orris aster court premier,sector 85,1.2,5660.0,3,4,2,6.0,Relatively New,2119.95,1650.0,1550.0,0,1,0,0,0,0,28
flat,m3m golfestate,sector 65,6.15,18331.0,3,4,2,20.0,Relatively New,3246.37,3355.0,2200.03,0,0,0,0,0,0,34
house,independent,sector 39,0.34,7555.0,1,1,1,1.0,Relatively New,497.0,450.04,405.0,0,0,0,0,0,0,0
flat,dlf the primus,sector 82a,2.2,10516.0,3,3,3+,16.0,Relatively New,2091.96,1893.0,1704.0,0,1,0,0,0,2,174
flat,bptp terra,sector 37d,1.49,8105.0,3,3,3,20.0,Relatively New,1832.02,1707.0,1580.03,0,0,0,0,1,0,49
flat,shree vardhman victoria,sector 70,1.66,14254.0,3,5,3,8.0,Relatively New,1949.99,1527.0,1160.99,0,1,0,0,0,0,108
flat,sbtl caladium,sector 109,1.6,6286.0,3,3,3,9.0,Relatively New,2545.02,2303.0,2073.0,0,1,0,0,0,0,75
house,independent,sector 57,6.21,23000.0,6,6,3+,4.0,Old Property,2984.0,2700.02,2430.0,1,1,1,1,0,0,52
flat,tulip violet,sector 69,1.46,9252.0,3,3,2,0.0,Relatively New,1577.99,1428.0,1285.0,0,0,0,1,0,1,174
house,independent,sector 7,2.43,14890.0,4,4,2,3.0,Old Property,3431.0,3104.95,2794.0,1,0,1,1,0,0,38
house,ireo victory valley,sector 67,8.0,22222.0,6,7,3+,51.0,Moderately Old,3978.0,3599.99,3240.0,1,1,0,1,0,1,49
flat,ats kocoon,sector 109,1.68,9627.0,3,3,3,8.0,Relatively New,1745.04,1579.0,1421.0,0,0,0,0,0,0,142
flat,shyam apartment,sector 3,0.26,3714.0,2,1,2,2.0,Relatively New,699.98,611.0,530.01,0,0,0,0,0,0,0
flat,central park flower valley,sector 33,1.79,11251.0,3,3,3,3.0,Old Property,1788.96,1619.0,1457.0,0,0,0,0,0,0,71
house,independent,sector 8,1.6,28674.0,4,6,1,3.0,Relatively New,617.0,558.0,502.0,0,0,0,0,0,0,0
flat,shree vardhman victoria,sector 70,1.65,8461.0,3,4,3,12.0,Relatively New,1949.99,1765.0,1588.0,0,1,1,0,0,0,56
house,independent,sector 43,2.15,13030.0,1,1,0,1.0,Moderately Old,1823.0,1650.0,1485.0,0,0,0,0,0,0,0
flat,signature global park,sohna road,0.54,6388.0,2,2,3,4.0,New Property,658.75,587.0,528.29,0,0,0,0,0,0,44
house,independent,sector 109,1.55,6567.0,3,2,0,1.0,Relatively New,2608.0,2359.99,2124.0,0,0,0,0,0,0,0
flat,shree vardhman victoria,sector 70,1.63,8358.0,3,5,3,12.0,Relatively New,1949.99,1527.0,1160.99,0,1,0,0,0,0,43
house,vipul tatvam villa,sector 48,19.5,22222.0,5,6,3,2.0,Moderately Old,9696.0,8774.95,7897.0,1,1,1,1,0,1,110
flat,dlf carlton estate,sector 43,2.1,15418.0,3,3,1,2.0,Old Property,1361.96,1233.0,1110.0,0,0,1,0,0,1,88
house,eldeco mansionz,sector 48,4.95,20599.0,7,7,3+,2.0,Old Property,2655.0,2403.04,2163.0,1,1,1,1,0,1,145
house,independent,sector 12,1.7,9444.0,3,3,0,1.0,Old Property,2020.05,1800.05,1619.97,0,0,0,0,0,0,0
flat,ats triumph,sector 104,1.73,7554.0,3,4,3+,15.0,Relatively New,2290.02,2072.0,1865.0,0,1,0,0,0,0,159
flat,ss the leaf,sector 83,1.19,7225.0,2,2,3,4.0,Relatively New,1639.99,1629.98,1619.97,0,0,0,0,0,0,49
house,puri diplomatic greens,sector 111,9.0,11250.0,5,5,3+,3.0,Relatively New,8840.0,7999.95,7200.0,0,1,0,0,0,0,112
flat,bestech park view residency,sector 2,1.18,7539.0,2,2,3,5.0,Old Property,1564.96,1416.0,1274.0,1,0,0,0,0,0,76
flat,awho shanti vihar,sector 95,0.8,8888.0,2,2,3,9.0,New Property,899.97,713.0,550.04,1,0,0,0,0,0,67
house,mian wali,sector 12,1.7,9444.0,1,1,1,1.0,Old Property,1989.0,1800.05,1620.0,0,1,0,0,0,0,7
flat,mapsko mount ville,sector 79,1.25,8389.0,3,3,3+,16.0,Relatively New,1858.22,1656.0,1490.05,0,0,0,0,0,1,49
house,independent,sector 7,2.0,11111.0,2,2,1,2.0,Relatively New,1989.0,1800.05,1620.0,0,0,0,0,0,0,0
flat,shree vardhman victoria,sector 70,1.8,9230.0,3,5,3,0.0,New Property,2431.71,2167.0,1949.99,0,0,0,0,0,0,72
house,independent,sector 23,4.0,16004.0,3,3,2,2.0,Moderately Old,2685.0,2429.95,2187.0,0,1,0,0,0,1,115
flat,central park resorts,sector 48,11.25,28266.0,4,5,3+,2.0,Relatively New,4962.66,4422.0,3979.95,0,1,0,1,0,0,45
flat,signature global park,sohna road,0.9,8035.0,3,2,2,2.0,Under Construction,1119.98,1014.0,913.0,0,0,0,0,0,0,144
flat,m3m heights,sector 65,2.79,14168.0,3,3,3,26.0,New Property,1828.03,1654.0,1489.0,0,0,0,0,0,0,15
flat,dlf the primus,sector 82a,2.6,11438.0,4,4,3+,2.0,Relatively New,2273.01,1773.0,1340.0,0,0,0,0,1,0,38
flat,dlf regal gardens,sector 90,1.8,7223.0,4,4,3+,7.0,Moderately Old,2215.0,2005.0,1804.0,0,0,0,0,0,0,38
flat,paras dews,sector 106,1.0,7220.0,2,2,3+,2.0,New Property,1384.99,940.01,844.97,0,0,0,0,0,1,21
flat,vatika gurgaon,sector 83,0.75,6024.0,2,2,2,19.0,Relatively New,1244.95,1150.02,1019.99,0,0,0,0,1,1,105
flat,dlf regal gardens,sector 90,1.75,7900.0,4,4,3+,3.0,Relatively New,2215.0,2005.0,1804.0,0,0,0,0,1,0,6
flat,the close north,sector 50,2.92,11209.0,3,3,3,10.0,Moderately Old,2604.97,2600.02,2100.04,0,1,0,0,0,1,174
flat,sare crescent parc,sector 92,1.44,7068.0,4,4,3,8.0,Relatively New,2543.92,2267.0,2039.97,0,0,0,0,0,0,37
flat,ramprastha the edge towers,sector 37d,1.1,5528.0,3,3,3,9.0,Relatively New,2199.0,1990.03,1791.0,0,0,0,0,0,0,63
flat,signature global city 37d ph 2,sector 37d,1.1,8148.0,3,3,1,2.0,Under Construction,1683.37,1500.0,1350.01,0,0,0,1,0,0,30
flat,imperia aashiyara,sector 37c,0.4,5882.0,2,2,3,3.0,Under Construction,848.14,756.0,679.96,0,0,0,0,0,0,126
flat,emaar mgf emerald floors premier,sector 65,2.85,14430.0,4,4,3,3.0,Relatively New,2462.43,2194.0,1974.96,1,1,0,0,0,0,28
flat,tulip monsella,sector 53,8.25,28000.0,3,4,3,8.0,Under Construction,2939.94,2661.0,2395.0,0,1,0,0,0,2,35
flat,tulip violet,sector 69,3.05,9664.0,4,5,3+,14.0,Relatively New,3155.98,2856.0,2570.0,0,1,0,0,1,0,49
flat,huda ashok vihar phase,sector 4,0.43,6615.0,2,2,1,2.0,Relatively New,810.41,722.0,650.03,0,0,0,0,0,0,7
flat,pyramid urban homes 2,sector 86,0.44,7321.0,2,2,2,6.0,Relatively New,749.5,668.0,600.95,0,0,0,0,0,1,63
flat,rof aalayas,sector 102,0.45,8404.0,2,2,1,14.0,Relatively New,596.97,568.0,535.4,0,0,0,0,0,2,57
flat,my home,sector 110,0.28,3166.0,2,1,1,2.0,Relatively New,1122.23,1000.0,899.97,0,0,0,0,1,0,15
house,unitech palms south city 1,sector 41,9.35,28858.0,10,10,3+,4.0,Moderately Old,7942.03,7499.96,6000.01,1,1,0,0,0,1,70
flat,m3m heights,sector 65,2.78,15200.0,3,3,3,44.0,Relatively New,1828.03,1654.0,1489.0,0,0,0,0,0,0,56
flat,m3m antalya hills,sector 79,1.15,7496.0,3,3,3+,1.0,Under Construction,1533.96,1199.96,1102.98,1,0,0,0,0,0,51
house,independent,sector 67,1.5,8642.0,5,3,2,2.0,New Property,2020.02,1800.0,1619.97,0,0,0,0,0,0,0
flat,guru gram haryana cghs,sector 56,1.39,8424.0,3,2,3,6.0,Old Property,1849.99,1749.99,1650.0,0,1,0,1,0,1,89
flat,shree vardhman victoria,sector 70,1.67,14384.0,3,5,3,5.0,Moderately Old,1949.99,1527.0,1160.99,0,1,0,0,0,0,108
house,dlf alameda,sector 73,17.0,35109.0,5,8,3,3.0,Relatively New,9945.0,9000.02,8100.0,1,1,1,1,0,2,87
flat,ats tourmaline,sector 109,1.4,8000.0,3,3,3+,5.0,Relatively New,1749.99,1466.04,1319.0,0,0,0,0,0,0,44
house,independent,sector 9,3.4,12938.0,9,9,3,3.0,Moderately Old,2904.0,2628.01,2365.0,0,0,0,0,0,1,61
flat,greenopolis,sector 89,0.65,5195.0,2,2,2,15.0,Under Construction,1559.91,1390.0,1250.98,0,0,0,0,0,0,37
flat,indiabulls centrum park,sector 103,2.45,8521.0,4,4,3,11.0,Relatively New,2875.04,2602.0,2342.0,1,1,1,1,0,0,38
flat,tulip white,sector 69,0.9,6787.0,3,2,3,6.0,Relatively New,1653.26,1473.0,1326.0,0,0,0,1,0,0,121
flat,smart world orchard,sector 61,1.55,13478.0,2,2,1,3.0,Under Construction,1150.02,1041.0,937.0,1,0,0,0,0,0,43
flat,ansal api esencia,sector 67,1.0,6435.0,3,3,3+,2.0,Moderately Old,1553.98,1406.0,1265.0,0,0,0,0,0,0,9
flat,supertech araville,sector 79,0.71,6061.0,2,2,3+,17.0,New Property,1295.0,1280.0,1250.01,0,0,0,0,1,0,53
flat,imperia the esfera,sector 37c,0.99,5500.0,3,3,1,10.0,New Property,1815.01,1643.0,1479.0,0,1,0,0,0,0,49
house,independent,sector 57,4.75,28787.0,3,3,3,2.0,Moderately Old,1983.81,1700.05,1650.0,0,0,1,0,0,1,96
flat,tulip violet,sector 69,1.66,10134.0,3,3,2,0.0,Relatively New,1638.05,1482.0,1334.0,0,0,0,0,0,0,157
house,independent,sector 38,3.9,21242.0,6,6,3+,3.0,Moderately Old,2029.0,1836.0,1652.0,1,1,0,1,0,0,32
flat,m3m skywalk,sector 74,1.6,9512.0,2,2,2,26.0,Relatively New,1681.97,1508.0,1344.95,0,0,0,0,0,1,158
flat,lotus homz,sector 111,0.36,8888.0,1,1,1,10.0,Relatively New,505.04,450.0,405.05,0,0,0,0,0,0,44
flat,emaar mgf palm hills,sector 77,1.55,7948.0,4,4,3+,2.0,Relatively New,1949.99,1800.05,1701.99,1,1,0,0,0,2,49
flat,eden landmark,manesar,0.5,3847.0,2,2,0,7.0,Under Construction,1436.0,1299.96,1170.0,0,0,0,0,0,0,0
flat,emaar mgf emerald estate,sector 65,1.73,12401.0,3,3,3,9.0,Relatively New,1395.0,1262.0,1136.0,0,1,0,0,0,2,159
flat,experion windchants,sector 112,3.65,11428.0,3,5,2,3.0,Relatively New,3094.0,2800.01,2520.0,0,1,0,0,0,0,72
flat,godrej icon,sector 88a,1.65,9041.0,3,3,3,12.0,New Property,1825.02,1652.0,1487.0,0,0,0,0,0,0,60
flat,shapoorji pallonji joyville gurugram,sector 102,1.75,9449.0,3,3,3,10.0,Relatively New,1852.04,1465.0,1127.95,1,1,0,1,1,0,49
flat,dlf belvedere towers,sector 25,3.7,17619.0,4,4,3,18.0,Old Property,2618.41,2333.0,2100.04,0,1,0,0,0,1,26
flat,mvn athens,sohna road,0.27,5901.0,2,2,1,0.0,Relatively New,570.27,508.0,457.47,0,0,0,0,0,1,69
flat,signature the serenas,sohna road,0.5,9406.0,2,2,2,6.0,New Property,663.01,591.0,531.52,0,0,0,0,0,0,37
flat,godrej habitat,sector 3,1.2,8310.0,2,2,3,0.0,Under Construction,1443.98,1307.0,1176.0,0,0,0,0,0,0,60
flat,m3m soulitude,sector 89,1.3,8700.0,3,3,2,1.0,New Property,1499.95,1179.0,899.97,0,0,0,0,1,0,45
flat,emaar mgf the palm drive,sector 66,3.0,15384.0,3,3,2,12.0,Relatively New,1949.99,1719.96,1619.97,0,1,0,0,0,0,96
flat,rail vihar cghs,sector 56,1.35,10384.0,3,2,2,1.0,Old Property,1299.96,1274.98,1250.01,0,0,0,0,1,0,159
flat,ss the leaf,sector 85,1.84,7641.0,3,4,3,8.0,Relatively New,2407.99,2026.0,1684.98,0,0,0,1,0,0,158
flat,ramsons kshitij,sector 95,0.45,4591.0,2,2,1,2.0,Relatively New,979.95,887.0,798.0,1,0,0,0,0,0,89
flat,krrish florence estate,sector 70,1.3,5600.0,3,3,3,17.0,Under Construction,2061.0,1864.95,1678.0,0,0,0,0,0,1,61
house,independent,manesar,0.8,6666.0,8,8,2,1.0,Relatively New,1326.0,1199.96,1080.0,0,0,0,0,0,0,0
house,independent,sector 23,5.0,16244.0,4,4,2,2.0,Old Property,3401.0,3078.04,2770.0,0,0,0,0,0,0,7
flat,orchid petals,sector 49,1.95,9972.0,3,3,3,2.0,Old Property,1805.0,1633.0,1470.0,0,0,0,0,0,1,90
flat,emaar imperial gardens,sector 102,2.05,9876.0,3,4,3+,14.0,Relatively New,2525.06,2250.0,2025.01,0,1,0,0,0,0,116
flat,parsvnath exotica,sector 53,6.44,19000.0,4,4,3,7.0,Moderately Old,3389.98,3068.0,2761.0,0,1,0,0,0,1,80
flat,vatika city homes,sector 83,1.0,5747.0,3,3,2,2.0,Relatively New,1739.98,1575.0,1418.0,0,0,1,0,0,1,174
house,not applicable,sector 4,0.51,14167.0,4,4,3,4.0,New Property,398.0,360.05,324.0,0,0,0,0,0,0,0
flat,emaar mgf the palm drive,sector 66,3.4,15454.0,3,4,3,9.0,Relatively New,2200.03,1991.0,1792.0,0,1,1,0,0,1,96
flat,ats tourmaline,sector 109,1.5,6976.0,3,4,3+,4.0,Relatively New,2149.98,1797.03,1670.02,0,1,0,0,0,0,39
flat,unitech sunbreeze,sector 69,0.74,5500.0,3,3,1,10.0,Under Construction,1336.98,1210.0,1089.0,0,1,0,0,0,0,60
flat,emaar mgf the palm drive,sector 66,2.8,16470.0,3,4,3,8.0,Relatively New,1949.99,1919.96,1700.05,0,1,0,0,0,1,117
flat,raheja vedaanta,sector 108,0.7,4666.0,2,2,1,10.0,Moderately Old,1539.08,1467.98,1150.02,0,0,0,0,0,0,0
flat,shapoorji pallonji joyville gurugram,sector 102,1.05,11475.0,2,2,2,0.0,Under Construction,1141.16,1017.0,915.04,0,0,0,0,0,0,49
house,independent,sector 4,2.3,17014.0,4,4,3,2.0,Old Property,1591.0,1439.99,1296.0,0,0,0,0,0,1,15
house,independent,sector 4,1.1,11111.0,6,4,1,2.0,Moderately Old,1094.0,989.96,891.0,0,0,0,0,0,0,0
flat,adani m2k oyster grande,sector 102,2.5,7817.0,4,5,3+,5.0,Relatively New,3197.95,2894.0,2605.0,0,1,0,0,0,0,76
flat,bestech park view ananda,sector 81,0.95,10626.0,2,2,2,2.0,Relatively New,1360.02,1112.0,894.05,0,0,0,0,0,1,104
house,independent,sector 82,7.0,21605.0,4,4,3+,1.0,Relatively New,3580.0,3240.04,2916.0,1,1,0,1,0,1,49
flat,tulip violet,sector 69,1.4,8928.0,3,3,1,12.0,Relatively New,1567.98,1376.0,1199.96,0,0,0,1,0,0,174
house,dlf city plots,sector 26,17.3,38734.0,6,7,3+,3.0,New Property,4992.0,4518.04,4066.0,1,1,1,1,0,1,124
flat,suncity vatsal valley,gwal pahari,1.53,10699.0,3,3,3,2.0,New Property,1783.17,1589.0,1429.98,0,0,0,0,0,1,117
flat,sare crescent parc,sector 92,0.92,4854.0,4,5,3+,14.0,Moderately Old,2059.82,1894.98,1599.95,0,0,0,0,0,1,131
flat,wings apartment,sector 9,1.2,6666.0,4,3,2,4.0,Moderately Old,2244.52,2000.0,1800.05,0,0,0,0,0,1,23
flat,the lions cghs,sector 56,2.05,9534.0,4,4,3,7.0,Relatively New,2149.98,2000.04,1949.99,0,1,0,0,1,1,49
house,independent,sector 50,11.58,35741.0,5,5,3,2.0,Moderately Old,3580.0,3240.04,2916.0,0,1,0,0,0,0,20
house,huda floor,sector 38,4.0,22222.0,9,9,3+,2.0,Relatively New,5057.55,4799.95,3799.98,0,0,1,1,0,1,152
flat,signature global park,sohna road,0.56,6812.0,2,2,3,3.0,New Property,1024.82,913.0,822.04,0,0,0,0,0,0,111
house,independent,sector 2,2.55,16378.0,3,3,2,2.0,Old Property,1720.0,1557.0,1401.0,0,0,0,0,0,0,8
house,ansals florence villa,sector 57,3.3,19820.0,4,3,3+,2.0,Moderately Old,1840.0,1664.96,1498.0,1,1,1,1,0,0,151
flat,pivotal devaan,sector 84,0.34,5831.0,2,2,1,3.0,Relatively New,582.97,533.0,484.05,0,0,1,0,0,0,75
flat,sare crescent parc,sector 92,0.7,5556.0,3,3,2,14.0,Under Construction,1392.0,1260.02,1134.0,0,0,0,0,0,0,38
flat,tarc maceo,sector 91,0.96,5413.0,2,2,3+,8.0,Moderately Old,1404.04,1271.0,1144.0,0,0,0,0,0,0,85
